1990	520.6
1991	429.3
1992	544.6
1993	567.1
1994	455.1
1995	710.8
1996	512.7
1997	520.3
1998	720.1
1999	489.9
2000	544.5
2001	610.6
2002	502.5
2003	623.6
2004	499.7
2005	567.1
2006	582.9
2007	601.4
2008	700.5
2009	472.8
2010	489.7
2011	612.9
2012	507.1
2013	486.9
2014	770.7
2015	666.4
2016	497.8
2017	634.5
2018	535.9
2019	707.2
